Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,JPM,V,UNH,HD,MA,PG,COST,AVGO,LLY,XOM,MRK,ABBV,PEP,KO,BAC,WMT,CRM,ADBE,NFLX,AMD,CSCO,TMO,ACN,MCD,ABT,LIN,ORCL,INTC,QCOM,TXN,NEE,AMGN,HON,IBM,CAT,GE,BA,GS,SPGI,BLK,NOW,ISRG,BKNG,LOW
2021-05-06,163.221412,30.89009,412.657006,249.647721,178.925567,450.380828,255.129413,365.098166,73.309235,330.381976,332.220008,443.219428,418.883176,377.319587,173.98498,476.230352,135.521905,398.274833,79.47521,306.550353,335.224314,298.447083,46.264748,343.741673,399.647178,344.852261,206.346544,249.878346,146.342904,218.678395,246.982014,101.557903,62.617654,440.191845,140.344658,501.904362,587.956763,232.290185,201.239584,345.644341,218.248461,379.043509,116.091587,125.00493,384.706719,424.040981,272.368824,118.14003,48.818291,290.447956
2021-05-07,165.622293,31.196345,413.448421,253.017346,182.099904,454.993218,254.914843,371.29362,73.34336,339.365475,342.089679,450.136894,425.185064,379.635999,175.696725,484.037714,138.705037,402.08008,80.666306,311.040095,336.145652,302.501119,46.390696,355.718595,399.558543,345.622002,209.985057,255.360504,146.603911,225.682851,248.877347,104.508448,63.417845,451.37739,143.612407,509.183056,598.998932,234.892537,203.732997,352.786325,221.324824,391.049047,120.027715,126.491755,388.538034,431.154123,281.307019,118.339623,47.366405,294.347622
2021-05-10,164.200666,31.226569,415.858026,248.911424,181.975016,451.362614,258.748151,362.660867,74.093797,340.933903,341.52872,441.613194,426.640799,380.2815,175.196944,492.550746,137.79915,395.287737,79.06852,309.775853,337.380379,301.400661,45.960814,350.391575,399.796932,332.558143,205.850783,252.030469,147.72657,219.545927,250.85893,107.335413,63.334419,446.731793,141.926276,500.26518,588.129937,235.752748,203.581136,349.268032,222.488194,390.902632,119.701496,127.667409,384.493722,428.248306,287.868333,116.248989,47.834313,287.397012
2021-05-11,163.652833,31.367828,417.412171,245.608077,182.414551,467.776951,259.608863,369.128006,75.50166,339.612577,343.373731,438.04854,425.310871,382.764241,175.003197,496.478903,138.552327,393.284551,78.661252,309.009835,339.001037,301.383057,45.763187,351.700304,398.530459,336.455323,206.676199,248.646057,148.015963,216.420626,246.006923,106.48681,63.601496,442.995741,140.030641,502.768553,593.500417,235.52905,201.99157,347.981296,223.016438,391.860275,121.709927,123.888576,383.796804,430.357162,286.302576,118.061758,46.550071,294.416982
2021-05-12,160.043294,30.548733,426.993605,243.581995,183.6268,478.215694,260.76854,358.412421,74.425531,335.757997,342.589057,437.689014,427.771029,383.113577,174.060035,504.206114,140.449981,396.655359,78.488433,308.57946,340.527192,303.833636,45.235921,352.701032,399.171245,343.041504,205.463327,250.104412,146.212018,218.670547,246.475001,109.225615,63.805921,430.358524,141.482369,500.192328,596.972155,237.776542,201.128226,344.826813,223.86362,393.028375,119.71195,126.399563,382.609983,425.596169,281.471379,117.195732,47.004385,284.845791
2021-05-13,160.767925,31.160698,436.736022,239.915386,175.721408,462.494978,260.057826,360.640536,73.623,340.900299,343.82003,434.739133,424.237758,375.862023,175.037363,488.687524,140.14358,392.382515,78.278418,308.220612,339.511061,298.79168,45.495279,353.164136,395.764512,337.617377,206.234661,245.306292,145.000733,222.912313,240.894532,107.956427,63.126666,425.028412,139.991934,489.55565,602.88515,232.490755,199.254417,340.186984,217.498519,392.503563,120.244157,124.609603,376.098973,418.520584,290.625322,117.146232,46.626476,286.833341
2021-05-14,159.057691,32.37476,443.628935,237.766063,175.795161,462.18257,257.245938,374.17185,73.292201,335.497425,346.461059,436.889362,420.681755,372.566489,177.445153,486.010367,137.596317,386.159826,78.118982,305.809753,341.140243,298.843575,44.479961,365.943794,390.977431,322.209561,203.476903,246.360867,146.086659,219.561751,237.716419,108.954705,63.133437,420.619005,140.323027,496.942822,582.722526,233.932913,198.380987,343.86378,213.188689,395.049736,118.612115,121.968811,377.438745,414.878576,293.10064,117.685021,46.97185,289.285607
2021-05-17,160.672354,31.871786,452.778283,241.08346,176.822487,468.699858,257.363128,384.018912,73.18689,339.608881,342.814403,441.547773,427.666209,371.397038,180.396255,492.782195,139.340644,391.609703,78.099622,305.3652,349.490377,300.133541,44.722721,372.349326,391.920676,325.790448,207.096424,248.918137,149.35532,220.710945,239.673948,110.744023,63.281481,429.22032,142.089882,498.844081,599.614,240.131461,200.702391,346.227508,217.558823,393.051547,120.257416,121.563448,379.872347,414.746468,295.944128,117.024898,47.711862,292.211848
2021-05-18,161.433654,31.775376,457.078952,237.472333,173.917787,475.161666,251.579641,380.276488,71.984692,337.408399,341.805386,433.919765,427.268851,364.12601,181.76624,496.428651,137.123455,386.030878,77.680942,306.164644,353.203178,296.27461,45.171783,371.895627,394.130231,324.241171,202.913721,244.549414,146.48251,216.411353,238.054352,109.38244,62.473937,425.35469,139.089071,491.079709,587.571387,235.368888,198.89689,346.625187,215.912707,400.297262,118.878336,119.796412,377.89714,412.123151,295.199555,115.555946,47.850457,298.38016
2021-05-19,162.96107,32.432388,461.302737,243.123887,178.012575,498.72293,254.150143,376.070537,74.384188,343.80739,345.509135,438.389058,432.975598,368.791467,181.489297,489.017597,135.428513,397.216032,78.578153,311.528027,366.84113,301.818326,45.219444,381.541246,398.272868,332.642132,205.545423,246.600186,149.918245,216.44971,235.969034,112.959627,63.594923,426.723036,139.809532,499.425484,603.985205,238.680202,204.739188,349.673356,220.458554,411.469094,121.924547,122.184181,385.477356,418.669927,308.228752,115.648001,48.698319,301.624467
2021-05-20,160.665965,32.097413,456.735508,238.216681,173.925637,504.564195,251.497271,373.884602,73.057063,342.791152,342.426489,433.702822,431.459013,367.70252,180.14795,485.890513,135.720391,397.241636,77.584434,313.758258,363.008,298.733321,45.633085,383.772436,394.5186,324.858424,203.603248,246.462628,149.764414,218.424876,236.48438,113.197218,63.040391,420.5543,137.882457,497.855218,595.985178,235.502511,203.664401,348.231131,222.143956,412.980761,121.613693,120.55983,386.295899,419.013185,309.340524,116.157887,47.916242,300.448042
2021-05-21,162.049626,33.211936,460.4984,235.063045,178.492108,519.988694,258.280999,374.081569,75.650301,343.949138,346.878792,449.155082,441.206795,374.270646,183.463074,499.073611,137.043639,406.455741,78.042298,312.435377,364.310564,304.048964,46.677299,383.925076,401.419351,327.241504,206.723996,255.196411,152.283328,219.678442,241.654434,111.953054,64.338644,434.250936,141.301288,498.954697,608.79389,240.919592,207.281006,360.021444,226.580506,419.192516,125.562633,123.597427,395.035113,425.696805,320.494768,117.6045,48.786481,302.714375
2021-05-24,157.682637,31.504792,455.456015,227.280835,170.507868,516.697033,252.467094,360.497891,74.783898,329.899583,340.241264,432.29784,425.33696,363.652546,173.018187,478.848857,132.432705,394.772797,75.672602,302.438884,356.502003,294.555601,45.20981,378.466608,391.947333,323.388532,190.527835,247.636988,148.619468,215.971196,235.311416,108.514581,61.503591,423.93281,138.336439,486.886745,572.82285,233.961627,200.1001,356.13993,214.522068,414.849611,121.696276,120.845395,384.89235,413.61838,302.709479,113.150461,47.874792,300.965078
2021-05-25,162.736889,31.874998,457.142968,226.584032,168.677775,507.322923,252.829402,364.381951,73.877563,328.941422,342.104295,431.488379,423.850307,363.25231,172.08269,466.477658,133.919394,392.119195,77.014171,306.589731,355.6214,296.13444,45.086585,376.132899,390.274142,317.340105,188.560775,247.216122,149.643229,210.724983,232.386914,107.683347,61.191026,430.951923,138.294855,483.334409,585.253362,232.783621,197.368802,356.806982,216.520392,413.308592,121.860327,121.371048,381.312327,404.620237,297.608389,114.155782,48.100351,298.712924
2021-05-26,160.260467,31.307606,456.682891,224.982979,165.565613,506.16064,253.094518,362.198153,72.734411,324.884944,339.592578,425.795713,417.691799,359.19833,169.784537,459.44231,134.91125,380.724683,76.115178,314.167563,356.650633,294.822392,44.084296,367.698697,390.231244,317.620176,186.425006,243.627215,149.13243,211.490581,227.248327,106.754224,60.709069,423.449671,135.65936,479.362427,575.813455,231.350884,197.536597,352.029286,216.045152,430.36613,119.142173,120.142536,377.208749,403.854881,285.217,114.22277,47.552533,298.956473
2021-05-27,162.352438,32.372249,460.288167,227.331255,167.064605,500.576117,254.47371,363.142947,72.518575,327.859696,341.210044,429.873405,421.535659,367.402143,174.768088,463.61254,136.589497,385.768417,76.561514,315.971611,354.954797,299.482378,44.695303,375.164115,395.174451,315.910682,185.672333,245.804864,150.52875,214.073487,229.318122,106.526273,61.439093,431.179287,139.28306,480.394791,571.983549,236.544286,201.067179,353.696427,216.921429,435.537141,120.931764,122.082415,379.017757,409.691628,285.577993,113.060329,48.799298,302.420438
2021-05-28,164.29134,32.864074,456.492667,228.099156,166.83534,513.07592,260.28642,376.774563,72.987069,330.039174,349.420117,430.466041,423.541392,367.154631,175.073243,465.682904,137.190229,389.272322,77.011501,313.45424,354.19257,301.551775,45.728047,378.805319,402.023864,315.415876,184.20557,248.15909,151.484634,221.65547,231.846295,106.082961,62.079596,424.848024,140.439507,488.775537,573.990558,238.461088,205.62399,352.020411,221.460497,445.578208,124.128986,122.516022,383.650155,409.629637,286.336412,113.15943,48.679513,309.813569
2021-05-31,170.89763,32.589661,461.170781,223.544489,168.154407,516.708486,261.789039,378.696106,71.745564,334.957457,356.319533,433.024482,421.671382,368.870014,173.666417,465.673334,135.921393,398.984311,77.758127,317.177819,359.242529,301.490265,44.905114,390.773859,406.422412,320.736228,186.616704,250.428178,152.557534,227.248243,233.64776,104.88539,63.286938,426.727442,142.638156,501.90139,583.415401,240.516297,208.028818,352.641153,223.579756,448.641152,126.547329,123.100198,386.909306,409.595611,290.614223,115.602176,48.999347,314.301972
2021-06-01,172.449763,33.36807,459.92642,234.019887,170.332304,503.723373,261.920859,392.811892,71.990051,342.904037,354.364651,438.45397,423.970909,371.102931,174.074147,476.843487,133.133376,403.847671,77.486526,316.705222,356.741814,300.982483,44.897579,394.081191,410.04359,329.787516,188.78693,252.746823,150.534434,228.695009,238.294745,105.943636,64.202343,430.370089,143.660915,505.028957,570.942143,245.39234,209.307053,353.925517,225.306968,456.078166,130.817442,124.845169,391.175763,413.578165,294.556126,117.700682,49.78302,330.055059
2021-06-02,171.588734,32.636625,458.085704,231.749043,169.744389,523.344454,266.528007,392.471147,71.069557,349.164531,354.757604,436.28039,428.878927,378.215337,176.459359,473.908051,130.782801,405.584572,77.254686,312.586411,359.132484,299.462458,45.688195,388.246926,410.294348,331.135368,187.470774,253.66542,153.140192,227.505679,239.800032,104.550544,64.222134,432.031365,144.747319,509.621831,590.573808,244.268168,211.24441,351.160107,226.013819,450.67621,132.839413,122.980842,391.709847,420.841038,290.994404,118.199404,48.874933,325.228178
2021-06-03,167.633746,31.846523,458.68005,225.509386,166.634297,525.459559,261.017744,389.047147,68.66864,344.380983,357.260753,431.22367,428.757896,377.747221,173.169619,467.477181,127.874864,403.236442,76.889371,311.04048,349.765104,296.395464,45.321475,370.886655,398.559674,328.329447,188.296449,249.067144,150.359707,226.712472,235.363282,103.543434,62.659924,435.940796,143.22004,499.410603,586.632959,243.400515,204.792395,350.698398,220.237526,448.24536,135.309294,122.18201,385.877341,414.432797,283.109558,115.074608,47.568288,323.801348
2021-06-04,169.821284,31.860595,458.492471,231.175294,168.679764,523.21274,265.555219,402.831656,70.801868,347.883834,366.458638,440.417297,438.677087,383.748733,177.959908,479.500662,130.411677,414.063818,78.661043,315.646709,350.543973,301.035592,46.618737,382.535353,403.959133,340.026026,192.451594,253.830007,154.285375,231.257578,241.277483,108.822708,64.535443,445.942358,147.744928,512.31284,601.927141,246.516231,211.356956,356.758286,229.291842,465.486166,138.253188,125.425094,394.771623,420.471226,290.42936,119.260832,48.517878,320.957425
2021-06-07,167.837781,30.748914,466.410687,228.680239,166.406192,507.480042,262.49196,400.125671,68.594191,345.883274,362.381121,432.769984,429.011407,383.475641,175.323168,469.402299,130.068692,414.003504,77.496917,317.563038,345.505021,299.19057,47.054132,373.307082,399.970659,334.855489,200.031583,253.232014,151.672074,225.064115,240.130218,110.091188,63.603947,445.376267,146.701115,505.486502,600.19848,245.03756,209.018638,349.927188,226.614798,460.974751,136.084896,125.21742,394.046736,414.236411,289.588564,120.182477,47.596843,329.465741
2021-06-08,167.766873,31.538374,463.388978,240.464735,170.03102,511.567995,266.092483,397.892097,70.849902,352.20583,363.778258,442.00056,431.467573,387.331019,175.729008,464.303135,129.636204,420.163442,77.998245,327.707745,349.418135,304.193138,47.182416,372.232033,407.657064,333.741757,203.15421,256.324516,153.269909,224.39519,244.503266,110.945788,64.247354,455.864419,146.936684,521.320906,609.235069,250.784337,214.29961,351.1702,229.113814,463.501247,139.371306,126.778955,401.045385,418.10999,297.935243,119.738643,48.236399,332.805205
2021-06-09,165.926741,30.468231,455.806368,233.472275,163.48447,509.495348,263.304703,390.699204,69.499823,339.104043,356.758231,429.743785,427.83336,377.451001,173.333659,454.398193,127.474985,414.053946,76.898644,314.314574,344.770831,300.138751,47.177385,367.009756,402.848425,320.304366,196.666936,251.173971,152.237854,222.984764,241.526877,108.766293,63.427789,452.121477,144.040018,510.900753,591.522296,243.944974,209.121414,344.186926,220.389673,454.894902,136.615197,122.935299,392.709972,408.800416,290.43709,117.264192,46.974571,337.014997
2021-06-10,171.347553,31.858934,479.966588,240.029853,168.308346,525.077734,265.366859,399.813458,70.376572,343.292682,363.369996,433.618031,436.78711,387.13581,180.435765,455.363953,131.094417,425.166936,77.769704,322.842165,356.512005,303.804643,47.115037,367.702361,409.48532,326.769056,196.668157,252.337493,157.80195,228.148109,246.913104,110.304662,65.280085,460.078105,147.162036,523.05326,590.734177,247.970258,213.261022,351.702872,231.446079,463.346426,135.874268,123.24927,395.105155,415.537788,300.981837,117.173946,47.885188,339.781332
2021-06-11,172.434462,31.482933,476.838108,249.564412,169.941037,530.121332,262.126957,391.709762,70.43909,344.970329,366.94464,429.897481,436.206071,391.742755,180.613963,457.700203,133.351213,423.95881,78.50728,315.255729,353.822459,301.050099,46.821695,365.564053,408.226864,328.287695,198.845437,252.585775,156.946551,228.250788,247.026388,106.736099,65.162071,455.681866,147.510403,519.925389,597.676779,248.473365,216.946379,352.828772,229.106344,466.136479,134.597062,123.664654,394.440646,417.036223,292.693861,114.106299,47.422855,341.703559
2021-06-14,167.4512,30.303833,466.392832,247.565596,164.727611,522.827903,261.56696,386.514745,69.699663,341.058528,360.306602,413.586342,426.499117,390.050846,175.658508,452.356334,129.653213,418.505511,77.781165,310.467423,356.603841,297.651985,46.69382,358.965313,402.332427,326.568646,192.860568,248.21646,151.809948,229.809725,243.673675,105.530814,64.12577,445.805455,144.12464,508.736503,587.937732,242.381349,213.635184,350.333639,226.257106,460.774239,131.106677,118.464793,387.459538,408.539654,295.666404,114.19488,47.236101,341.554077
2021-06-15,169.54633,31.700352,476.851807,249.724529,165.197605,538.114053,264.9025,377.445436,69.100365,346.0473,357.822277,421.077479,423.071756,395.145528,176.694784,449.082879,130.950347,420.717979,77.951174,312.28136,361.462747,303.269817,46.065768,360.965191,397.460379,327.302235,192.944835,251.123033,152.928396,236.82421,246.626577,106.606506,64.987623,457.752917,147.239788,514.970487,603.475503,241.690486,215.070628,355.661616,228.138732,463.465555,133.753495,120.800849,390.88642,417.761531,296.584235,116.847968,47.111502,353.335953
2021-06-16,171.736537,33.03093,485.626697,253.242024,165.550366,529.707364,268.001505,375.363488,70.424162,346.0127,361.888096,422.100353,427.184199,399.219664,180.90953,453.875998,131.083627,425.833864,78.640637,312.577952,361.260705,302.80711,46.052888,362.043896,399.254255,328.575034,194.843483,255.03943,152.529149,238.831022,250.62487,109.450905,65.796108,466.411602,148.873946,522.741399,613.569152,245.761577,218.33844,358.102332,227.983665,469.534446,137.506009,120.604623,392.316929,420.375658,305.81454,120.631526,47.996347,353.758163
2021-06-17,170.362538,33.055481,498.300812,254.98315,165.104062,525.216037,269.152631,381.502258,69.680354,344.567935,355.792378,418.183604,426.049159,399.157856,180.714608,451.884502,132.248557,426.852016,78.306983,317.684582,364.094382,299.537035,46.351866,358.586745,399.585003,328.113542,194.086743,254.924112,152.521051,239.211052,248.197805,110.545569,66.352771,457.902028,148.697816,517.762292,612.985629,242.699319,217.846749,356.14167,227.525606,469.479524,140.767166,121.927592,394.645782,420.174547,313.24975,123.178104,48.516485,346.5481
2021-06-18,170.707064,32.261278,490.771839,257.385591,164.813172,532.411972,268.058692,372.762783,69.355939,344.658981,348.221473,418.04014,421.983158,394.352379,179.20314,446.308745,131.287949,419.274338,77.873428,322.303959,365.696566,298.970641,45.924084,348.640516,390.291294,325.88413,190.125256,255.851991,150.788524,236.775133,246.080818,111.586533,65.597995,446.813789,149.44265,503.60933,590.454984,239.910334,214.582414,351.008664,224.211247,460.634629,142.075197,121.222961,392.776825,420.455336,298.629649,118.958441,47.025693,350.497631
2021-06-21,170.66252,31.992536,488.301005,259.461606,165.085658,554.439336,263.021909,374.157998,68.93124,341.645748,346.410875,423.582065,420.145981,393.686297,177.380519,449.457629,130.60402,412.300305,76.5585,317.713612,363.891653,299.517228,45.693734,347.120188,381.347042,318.851757,187.98766,256.364926,148.464081,234.235961,243.791266,111.874013,65.089977,436.996517,148.644481,499.233655,583.046698,236.198362,215.653962,351.337983,222.740703,456.737931,139.848103,122.682898,393.42724,419.410137,306.107512,121.308899,46.341589,351.8227
2021-06-22,176.322702,32.335731,499.4144,266.602081,169.36211,564.176319,267.663901,376.754345,69.515897,345.372408,356.647763,442.224116,422.702129,398.541825,178.078299,468.602667,131.532074,418.416592,77.375209,326.238962,369.122317,304.15056,46.401019,363.878767,387.154277,323.665259,194.339407,260.932446,151.357997,243.159429,247.141856,113.705036,66.175239,445.460451,151.841483,505.653676,608.667156,242.982852,218.548015,355.719053,226.402325,455.96573,140.365362,124.026632,402.627638,430.90331,299.916442,122.332903,48.194873,361.182461
2021-06-23,176.293265,31.570827,504.744728,269.333715,167.930293,560.924154,270.634071,380.961814,69.018403,343.968079,356.720495,450.888417,423.724282,401.677824,180.710959,475.13634,131.848657,421.156051,77.953717,323.885996,365.82944,305.167527,45.517853,359.592122,387.911522,328.22585,194.916553,261.334629,152.074048,252.849655,247.829673,113.506277,66.747653,461.099178,152.554555,510.880394,615.994568,244.103372,222.176396,358.636233,223.217969,458.538904,143.927871,126.703574,405.232442,432.342239,303.638336,123.64495,48.463619,353.589841
2021-06-24,176.971119,31.852532,513.018867,273.044662,167.617461,574.608975,271.622438,390.216208,70.06997,342.192677,361.238941,450.902143,428.379037,408.66444,182.327406,482.645493,133.040384,428.990678,79.120775,332.935677,375.248178,308.820496,46.174993,364.416978,394.774524,326.303367,201.442727,266.209359,154.32596,264.535155,250.882367,115.244385,67.849176,475.390105,154.076609,514.932534,623.598396,248.353127,227.244431,363.502378,225.914142,456.904397,146.378833,129.027013,407.102165,439.651717,308.349472,124.663166,49.35834,357.055675
2021-06-25,179.727968,33.245141,524.755622,277.331173,173.050736,591.898555,280.227706,378.203301,69.603565,347.371578,369.461958,456.830146,432.103053,414.781698,185.365297,489.300502,136.084208,431.467788,81.35287,337.575259,377.217835,311.085736,46.883797,364.736472,399.013485,327.164478,207.606791,270.101205,157.016669,261.348639,252.389484,117.219941,68.825007,471.897389,154.448361,524.394773,639.154279,249.92969,230.007726,360.480685,229.343847,463.513991,148.749448,130.617329,413.585516,446.194705,311.84512,127.128846,48.705934,365.46218
2021-06-28,182.134752,32.855111,539.782149,270.684981,170.364368,588.227062,277.252779,382.542333,69.349554,344.346454,372.253141,453.902268,431.454232,414.201124,182.36226,498.916386,137.717961,428.429806,81.608894,339.457501,379.973233,312.488536,46.303429,369.089857,399.563948,326.348588,207.259874,272.112357,154.877449,270.192003,249.288042,119.201456,68.855018,478.013657,156.98572,527.888668,627.472443,251.173108,229.530179,356.959614,229.240181,471.085829,151.506511,129.005612,411.843307,446.07517,309.531995,128.730934,48.760392,359.004845
2021-06-29,181.873249,33.612832,537.701359,277.069927,169.437218,590.546115,278.255164,382.68288,70.051974,349.987588,378.568388,451.872755,425.449928,414.298319,182.357193,500.3258,137.785058,425.555449,83.120973,342.304101,391.223304,314.969143,46.220441,373.163396,398.480531,337.175084,206.324832,269.60215,156.699326,273.033148,249.222062,119.634079,69.413407,474.464762,159.525703,523.764535,639.926225,253.192957,233.543602,356.961517,230.523747,475.345685,152.70443,130.158664,412.971757,449.280287,303.874876,135.126164,49.950696,374.445206
2021-06-30,185.687318,33.381575,545.096644,273.826476,170.959921,596.526519,281.827019,385.398258,70.559812,353.856711,386.405196,457.661708,425.566751,417.405432,183.187368,505.200383,138.841898,432.435166,84.196394,347.48553,391.926518,320.086627,47.096008,380.103982,409.961273,342.355969,211.407119,276.125396,158.152124,280.35901,254.848857,115.667576,70.205708,489.424598,160.826625,537.728169,641.90679,260.471991,238.601849,357.076369,234.174192,475.705629,153.680075,131.497623,419.67478,460.511434,310.517241,137.838264,50.177059,385.671322
2021-07-01,183.713371,32.520655,556.430123,280.153319,170.703486,598.017605,284.235161,381.92045,69.783834,355.712262,385.611334,464.000926,428.384593,418.597777,182.866458,501.709004,133.161459,436.243223,84.831168,345.141154,396.790391,318.693422,46.135079,375.08781,404.19411,347.704863,217.792065,279.087952,158.91505,277.807325,255.729974,113.991966,69.637274,485.609947,159.802638,530.817476,630.232508,262.133548,235.566365,356.168706,230.23372,471.659056,152.852954,130.223052,421.261701,460.051823,320.510333,137.97095,49.595349,384.891708
2021-07-02,183.054246,31.837154,558.727651,282.959174,167.361074,590.814144,275.225013,373.668086,69.932193,353.543318,383.572196,465.619189,423.17678,407.866675,180.21532,493.29354,131.585861,427.759342,84.186038,354.6012,397.115727,310.946043,46.170209,362.702978,395.772072,341.291041,213.514991,274.182615,156.295811,276.303536,251.938414,106.265155,68.876929,474.501643,158.55065,517.934448,616.303992,257.682906,231.061148,357.800785,226.402844,469.957797,151.195131,130.123629,415.571768,452.640613,316.76306,136.828641,48.441461,385.655997
2021-07-05,183.051002,32.262422,562.148684,289.152834,167.632526,590.001142,274.394687,375.765826,71.27082,357.434297,383.925944,464.068988,422.010026,406.107567,180.417065,489.212262,131.062792,430.558282,83.399488,356.073362,395.221821,311.180949,46.375899,356.618659,396.625009,344.066003,210.304758,274.620739,157.572373,279.055401,249.805828,109.018596,68.544717,485.647994,159.377141,509.756957,620.784079,261.056368,230.441202,360.559323,227.372005,468.316797,152.635576,129.317613,409.838868,456.071681,306.77923,134.824902,47.752803,377.40464
2021-07-06,188.019534,33.109271,564.672277,296.483701,169.137324,602.374174,280.20393,372.141359,71.524504,359.202567,392.228589,469.588696,422.923696,410.994768,181.459376,497.745186,134.482029,433.282953,84.296326,359.161595,400.253135,313.143862,47.670578,356.636106,396.08444,346.589548,209.39003,273.422903,158.323883,276.88832,250.449525,110.645879,68.950005,486.019314,161.317599,508.283509,619.503801,261.637952,229.080286,365.056486,234.201458,474.88193,149.200546,129.335914,414.568772,461.935603,311.623266,134.038333,48.971709,378.74535
2021-07-07,192.302792,32.793711,577.098043,297.453647,167.290152,601.095553,281.233512,370.360444,73.60191,362.842171,398.988309,464.89254,427.314363,409.381988,181.371752,493.184058,136.818477,434.034167,86.138146,359.077424,403.812899,310.296069,47.626188,353.677434,393.834574,351.184958,209.179764,275.265595,160.863144,280.284545,253.062142,109.855489,68.405136,503.138553,161.303062,509.053686,634.604545,258.687805,231.731387,362.981024,233.918035,462.703249,152.046454,127.762975,416.976334,467.691788,320.844968,136.205837,49.301649,377.227633
2021-07-08,193.724083,31.359406,572.717618,304.178432,166.621827,609.028871,277.949416,369.540818,73.689969,365.567115,400.07331,463.31815,422.037017,408.94241,180.458099,486.061819,136.897619,430.55887,84.644517,363.976202,404.037057,309.553195,47.847088,363.7728,393.280077,351.786041,207.562038,271.830908,160.758918,288.447531,257.072579,113.465969,68.779634,500.62089,158.809841,510.733347,637.042476,253.60772,230.164542,363.051773,233.346204,466.271915,150.754015,128.47658,417.245528,470.627142,320.732889,136.401633,49.16303,381.643859
2021-07-09,196.486229,31.604127,581.093044,301.493214,168.841446,621.547798,283.049108,377.528801,74.433581,367.124619,407.069437,475.900596,429.983233,415.401543,183.386252,496.211318,133.979665,434.198992,85.775755,373.635872,416.778471,314.661548,48.42226,368.952739,400.339564,352.01499,218.713519,275.246276,163.211541,296.248389,255.39325,117.175938,69.880901,513.296307,163.676694,522.241985,645.043118,254.967321,234.778224,363.381056,240.982229,475.385649,154.729911,130.827499,426.187373,483.120274,321.840084,140.171146,50.734651,386.600654
2021-07-12,192.824316,31.799741,583.182465,303.962439,170.404619,602.575718,283.753544,382.115974,74.23992,365.433604,408.372747,477.902134,424.639212,426.308088,183.419776,486.11044,137.954253,434.546856,86.490618,372.131766,414.734282,309.938825,48.584952,367.000331,400.248745,359.143671,217.911562,275.173945,163.937163,299.719801,254.381375,117.650865,70.792624,515.909893,163.02697,516.94979,630.174592,256.039188,235.408536,363.116588,239.180058,474.735216,155.226094,130.136372,423.350236,484.09644,318.839619,141.348399,50.650985,389.115049
2021-07-13,200.19971,31.615712,587.958677,303.249568,171.524822,603.931174,277.845384,373.160326,76.00372,365.844831,408.068085,477.037036,421.075628,426.675275,182.342392,481.980033,137.291372,433.485976,87.213382,358.307354,405.618442,309.802458,48.253509,361.878728,402.713333,364.234117,219.035584,273.359085,163.650486,301.307021,255.800118,118.207646,71.400144,517.627464,163.192759,517.969717,642.040657,255.13217,233.578218,361.395865,245.64159,479.369486,155.691052,128.856403,423.238694,484.483917,335.269298,140.681962,50.732336,386.943132
2021-07-14,199.134921,31.53401,600.473491,301.538594,172.530342,614.106871,282.68889,386.4325,75.233828,371.848771,412.397891,485.38791,418.403092,426.382139,183.044742,477.301698,135.588627,440.074405,89.298702,358.895798,406.342,309.046313,48.195239,360.241239,402.520757,368.373666,219.592358,274.757784,162.177175,300.986578,254.762786,119.1777,72.051107,525.671166,162.513227,517.96258,657.105917,255.179128,236.379115,363.69149,245.205673,474.758559,160.580219,130.361447,417.930049,482.660921,336.136963,142.22792,50.794986,381.318645
2021-07-15,207.316274,30.881108,607.967622,303.852251,174.003401,622.86619,289.318003,389.422266,75.128305,379.322355,412.475176,488.701778,419.006613,428.04594,189.323778,485.691901,137.946599,443.837511,90.596134,367.763382,405.710817,310.808729,47.890699,368.037218,408.147537,379.929864,228.159819,277.903775,165.364962,304.619751,261.610408,116.696528,74.324124,527.374231,163.20795,533.861168,667.303749,258.336558,237.828677,368.289973,253.741922,489.366164,163.660987,131.648453,422.280994,491.932127,338.221938,142.733021,51.434231,387.980219
2021-07-16,207.525667,31.27299,593.613285,300.063687,173.911852,635.658702,291.430223,397.687374,74.219643,377.66582,407.923813,484.801934,410.025703,427.336134,189.800456,481.383372,136.306657,439.645111,89.414819,373.028681,395.137046,308.55496,47.649047,369.219206,405.922442,377.40875,228.313258,276.983336,163.122032,306.065646,260.050592,116.375439,73.811203,523.67426,161.990024,533.30722,676.549984,257.242609,235.998556,363.918687,248.72954,496.727975,161.961863,132.882187,415.294725,489.87817,339.268609,142.115479,50.918175,396.598924
2021-07-19,209.489622,31.731843,589.563199,302.349188,174.119287,653.340783,293.287528,406.251205,75.155614,376.821823,412.023578,481.978976,405.449315,420.818718,187.863287,481.069878,135.705121,439.878566,88.466038,380.806056,399.746222,310.864833,47.581643,368.479566,405.642413,372.989084,226.463884,278.838869,161.138435,307.591074,256.898616,116.424396,73.340839,519.685789,161.69366,535.724908,678.83298,255.069899,236.597789,363.553008,246.125738,497.56262,164.346943,133.121115,410.133033,484.357259,332.971659,143.985255,51.11322,404.48463
